,length,space,has .,has %,has percent,label
1.5%,4,0,1,1,0,0
another 2%,10,1,0,1,0,0
3.626%,6,0,1,1,0,0
15.84%,6,0,1,1,0,0
18.63%,6,0,1,1,0,0
2.27%,5,0,1,1,0,0
37%,3,0,0,1,0,1
8-10%,5,0,0,1,0,1
140%,4,0,0,1,0,1
51%,3,0,0,1,0,1
33 percent,10,1,0,0,1,1
4.4%,4,0,1,1,0,0
27%,3,0,0,1,0,1
almost 1.5%,11,1,1,1,0,0
1.2%,4,0,1,1,0,0
82%,3,0,0,1,0,1
20%,3,0,0,1,0,1
19%,3,0,0,1,0,1
around 6%,9,1,0,1,0,0
7.1%,4,0,1,1,0,0
6%,2,0,0,1,0,1
45%,3,0,0,1,0,1
3.4%,4,0,1,1,0,0
4.3 percent,11,1,1,0,1,1
about40%,8,0,0,1,0,0
47%,3,0,0,1,0,1
"135,000%",8,0,0,1,0,0
50 percent,10,1,0,0,1,1
30 percent,10,1,0,0,1,1
1%,2,0,0,1,0,1
2.21%,5,0,1,1,0,1
22.3%,5,0,1,1,0,0
15%,3,0,0,1,0,1
nearly 65 percent,17,2,0,0,1,0
75.7%,5,0,1,1,0,0
11%,3,0,0,1,0,1
+19.5%,6,0,1,1,0,0
1.8%,4,0,1,1,0,0
1000%,5,0,0,1,0,1
"790,799%",8,0,0,1,0,0
11 percent,10,1,0,0,1,1
7.25%,5,0,1,1,0,1
1.28%,5,0,1,1,0,0
18%,3,0,0,1,0,1
911%,4,0,0,1,0,1
"almost 16,000%",14,1,0,1,0,0
60%,3,0,0,1,0,1
5.5-7%,6,0,1,1,0,0
7.5 percent,11,1,1,0,1,1
5.0%,4,0,1,1,0,0
10.5%,5,0,1,1,0,0
12%,3,0,0,1,0,1
2.04%,5,0,1,1,0,0
69%,3,0,0,1,0,1
7.7 percent,11,1,1,0,1,1
approximately 20%,17,1,0,1,0,0
20 percent,10,1,0,0,1,1
7.8 percent,11,1,1,0,1,1
2.5-6.5%,8,0,1,1,0,0
167%,4,0,0,1,0,0
8.3 percent,11,1,1,0,1,1
34 percent,10,1,0,0,1,1
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
7%,2,0,0,1,0,1
5.4%,4,0,1,1,0,0
5.5%,4,0,1,1,0,0
5.7%,4,0,1,1,0,0
10 percent,10,1,0,0,1,1
14%,3,0,0,1,0,1
around 16%,10,1,0,1,0,0
0.3%,4,0,1,1,0,0
6.2%,4,0,1,1,0,0
8%,2,0,0,1,0,1
30%,3,0,0,1,0,1
23 percent,10,1,0,0,1,1
17%,3,0,0,1,0,1
99 percent,10,1,0,0,1,1
2.8%,4,0,1,1,0,0
1.77%,5,0,1,1,0,1
19 percent,10,1,0,0,1,1
0.9%,4,0,1,1,0,0
9 percent,9,1,0,0,1,1
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
0.4%,4,0,1,1,0,0
4.5%,4,0,1,1,0,0
1.5 percent,11,1,1,0,1,1
66%,3,0,0,1,0,1
100%,4,0,0,1,0,1
99%,3,0,0,1,0,1
0.5%,4,0,1,1,0,0
88%,3,0,0,1,0,1
7.6%,4,0,1,1,0,0
25%,3,0,0,1,0,1
10.6 percent,12,1,1,0,1,1
25 percent,10,1,0,0,1,1
3.7%,4,0,1,1,0,0
8.6%,4,0,1,1,0,0
5.5-6.2%,8,0,1,1,0,0
1.5%,4,0,1,1,0,0
1.6%,4,0,1,1,0,0
17.5%,5,0,1,1,0,0
8.7 percent,11,1,1,0,1,1
1.3%,4,0,1,1,0,0
0.23%,5,0,1,1,0,1
29 percent,10,1,0,0,1,1
0.2%,4,0,1,1,0,0
8-10 percent,12,1,0,0,1,1
7.7%,4,0,1,1,0,0
3.5%,4,0,1,1,0,0
3 percent,9,1,0,0,1,1
2.5%,4,0,1,1,0,0
3.2%,4,0,1,1,0,0
0.2 percentage points,21,2,1,0,1,0
6.6%,4,0,1,1,0,0
23.1%,5,0,1,1,0,0
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
17.9 percent,12,1,1,0,1,1
6%,2,0,0,1,0,1
13.3%,5,0,1,1,0,0
4.3 percent,11,1,1,0,1,1
7.4%,4,0,1,1,0,0
2.2%,4,0,1,1,0,0
50 percent,10,1,0,0,1,1
30 percent,10,1,0,0,1,1
1%,2,0,0,1,0,1
3.1%,4,0,1,1,0,0
0.58 percent,12,1,1,0,1,0
1.8%,4,0,1,1,0,0
80%,3,0,0,1,0,1
500 0.2%,8,1,1,1,0,0
9.8%,4,0,1,1,0,0
7 percent,9,1,0,0,1,1
18%,3,0,0,1,0,1
12.8%,5,0,1,1,0,0
60%,3,0,0,1,0,1
seventy percent,15,1,0,0,1,0
5.5-7%,6,0,1,1,0,0
9.7%,4,0,1,1,0,0
2.4%,4,0,1,1,0,0
15.8%,5,0,1,1,0,0
27.7%,5,0,1,1,0,0
approximately 23 percent,24,2,0,0,1,0
2.0%,4,0,1,1,0,0
Over 90 percent,15,2,0,0,1,0
45.8%,5,0,1,1,0,0
9.2%,4,0,1,1,0,0
almost 2%,9,1,0,1,0,0
7%,2,0,0,1,0,1
2%,2,0,0,1,0,1
1.4%,4,0,1,1,0,0
3%,2,0,0,1,0,1
2.6%,4,0,1,1,0,0
"0,4%",4,0,0,1,0,1
28 percent,10,1,0,0,1,1
40 percent,10,1,0,0,1,1
42 percent,10,1,0,0,1,1
2.75%,5,0,1,1,0,1
1.0%,4,0,1,1,0,0
0.3%,4,0,1,1,0,0
6.2%,4,0,1,1,0,0
2.1%,4,0,1,1,0,0
5.3%,4,0,1,1,0,0
2.8%,4,0,1,1,0,0
100 percent,11,1,0,0,1,1
6.0%,4,0,1,1,0,0
6 percent,9,1,0,0,1,1
1 percent,9,1,0,0,1,1
16 percent,10,1,0,0,1,1
0.9%,4,0,1,1,0,0
10%,3,0,0,1,0,1
0.4%,4,0,1,1,0,0
4.5%,4,0,1,1,0,0
72 percent,10,1,0,0,1,1
3.0%,4,0,1,1,0,0
around 15 percent,17,2,0,0,1,0
0.6%,4,0,1,1,0,0
13.9 percent,12,1,1,0,1,1
66%,3,0,0,1,0,1
1.9%,4,0,1,1,0,0
4.82 percent,12,1,1,0,1,0
100%,4,0,0,1,0,1
99%,3,0,0,1,0,1
1.79%,5,0,1,1,0,1
14 percent,10,1,0,0,1,1
70%,3,0,0,1,0,1
8.2%,4,0,1,1,0,0
22.6%,5,0,1,1,0,0
33%,3,0,0,1,0,1
9.3%,4,0,1,1,0,0
29%,3,0,0,1,0,1
0.5%,4,0,1,1,0,0
0.4 percentage points,21,2,1,0,1,0
90 percent,10,1,0,0,1,1
12.1%,5,0,1,1,0,0
0.7%,4,0,1,1,0,0
0.54 percent,12,1,1,0,1,0
4%,2,0,0,1,0,1
28.0%,5,0,1,1,0,0
1.5%,4,0,1,1,0,0
54%,3,0,0,1,0,1
38%,3,0,0,1,0,1
7.2%,4,0,1,1,0,0
26%,3,0,0,1,0,1
6.6 percent,11,1,1,0,1,1
1.3%,4,0,1,1,0,0
79.2%,5,0,1,1,0,0
5.5 percent,11,1,1,0,1,1
29 percent,10,1,0,0,1,1
0.2%,4,0,1,1,0,0
0.3 percent,11,1,1,0,1,1
"nearly 4,000%",13,1,0,1,0,0
3.5%,4,0,1,1,0,0
roughly 4.3 percent,19,2,1,0,1,0
2.74 percent,12,1,1,0,1,0
5.6%,4,0,1,1,0,0
less 6%,7,1,0,1,0,0
-2.0%,5,0,1,1,0,0
51%,3,0,0,1,0,1
ASX 1%,6,1,0,1,0,0
0.1 percent,11,1,1,0,1,1
3.2%,4,0,1,1,0,0
79.3%,5,0,1,1,0,0
1.2%,4,0,1,1,0,0
28%,3,0,0,1,0,1
0.4 percent,11,1,1,0,1,1
82%,3,0,0,1,0,1
9.98 percent,12,1,1,0,1,1
20%,3,0,0,1,0,1
78.9%,5,0,1,1,0,0
8.37 percent,12,1,1,0,1,0
0.1%,4,0,1,1,0,0
5%,2,0,0,1,0,1
6%,2,0,0,1,0,1
45%,3,0,0,1,0,1
9 10 percent,12,2,0,0,1,0
0.8%,4,0,1,1,0,0
32%,3,0,0,1,0,1
2.2%,4,0,1,1,0,0
about40%,8,0,0,1,0,0
47%,3,0,0,1,0,1
2 percent,9,1,0,0,1,1
20bp 1%,7,1,0,1,0,0
30 percent,10,1,0,0,1,1
1%,2,0,0,1,0,1
0.2 percent,11,1,1,0,1,1
5.8%,4,0,1,1,0,0
15%,3,0,0,1,0,1
3.3%,4,0,1,1,0,0
Only 23%,8,1,0,1,0,0
57%,3,0,0,1,0,1
70 percent,10,1,0,0,1,1
56.3%,5,0,1,1,0,0
3.1%,4,0,1,1,0,0
11%,3,0,0,1,0,1
-1.3%,5,0,1,1,0,0
17.5 percent,12,1,1,0,1,1
76%,3,0,0,1,0,1
4.1%,4,0,1,1,0,0
7 percent,9,1,0,0,1,1
18%,3,0,0,1,0,1
60%,3,0,0,1,0,1
nearly 15%,10,1,0,1,0,0
1.7%,4,0,1,1,0,0
2.9%,4,0,1,1,0,0
36 percent,10,1,0,0,1,1
12%,3,0,0,1,0,1
79%,3,0,0,1,0,1
8.5%,4,0,1,1,0,0
50%,3,0,0,1,0,1
21%,3,0,0,1,0,1
nearly 40 percent,17,2,0,0,1,0
77%,3,0,0,1,0,1
3%,2,0,0,1,0,1
74%,3,0,0,1,0,1
1.4%,4,0,1,1,0,0
2.6%,4,0,1,1,0,0
3.04 percent,12,1,1,0,1,0
2%,2,0,0,1,0,1
5.7%,4,0,1,1,0,0
40 percent,10,1,0,0,1,1
10 percent,10,1,0,0,1,1
"66,000 4.2 percent",18,2,1,0,1,0
0.3%,4,0,1,1,0,0
8%,2,0,0,1,0,1
23 percent,10,1,0,0,1,1
3.9%,4,0,1,1,0,0
44%,3,0,0,1,0,1
6.5 percent,11,1,1,0,1,1
7.3%,4,0,1,1,0,0
1 percent,9,1,0,0,1,1
436%,4,0,0,1,0,0
0.9%,4,0,1,1,0,0
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
0.4%,4,0,1,1,0,0
0.25 percent,12,1,1,0,1,1
81%,3,0,0,1,0,1
1.5 percent,11,1,1,0,1,1
1.1 percent,11,1,1,0,1,1
0.6%,4,0,1,1,0,0
1.9%,4,0,1,1,0,0
42%,3,0,0,1,0,1
80 percent,10,1,0,0,1,1
43%,3,0,0,1,0,1
100%,4,0,0,1,0,1
8.9 percent,11,1,1,0,1,1
78.5%,5,0,1,1,0,0
nearly 20%,10,1,0,1,0,0
90 percent,10,1,0,0,1,1
0.7%,4,0,1,1,0,0
minus 0.1%,10,1,1,1,0,0
25%,3,0,0,1,0,1
126%,4,0,0,1,0,1
10-15%,6,0,0,1,0,1
2.2%,4,0,1,1,0,0
4.2%,4,0,1,1,0,0
1 percent,9,1,0,0,1,1
around 20 percent,17,2,0,0,1,0
92%,3,0,0,1,0,1
1%,2,0,0,1,0,1
Fifty percent,13,1,0,0,1,0
almost 12%,10,1,0,1,0,0
7.7 percent,11,1,1,0,1,1
0.6%,4,0,1,1,0,0
13.9 percent,12,1,1,0,1,1
15%,3,0,0,1,0,1
85%,3,0,0,1,0,1
57%,3,0,0,1,0,1
4.1 percent,11,1,1,0,1,1
20-32%,6,0,0,1,0,0
11%,3,0,0,1,0,1
30 40 percent,13,2,0,0,1,0
80%,3,0,0,1,0,1
14.3 percent,12,1,1,0,1,1
98-100%,7,0,0,1,0,0
Seventeen percent,17,1,0,0,1,1
3.2%,4,0,1,1,0,0
17 percent,10,1,0,0,1,1
10 percent,10,1,0,0,1,1
Twenty-four percent,19,1,0,0,1,1
58%,3,0,0,1,0,1
20%,3,0,0,1,0,1
0.6 percent,11,1,1,0,1,1
0.3%,4,0,1,1,0,0
13.2 percent,12,1,1,0,1,1
240%,4,0,0,1,0,1
17.4 percent,12,1,1,0,1,1
8%,2,0,0,1,0,1
25%,3,0,0,1,0,1
17.8 percent,12,1,1,0,1,1
17%,3,0,0,1,0,1
7.4 percent,11,1,1,0,1,1
3.4%,4,0,1,1,0,0
98%,3,0,0,1,0,1
2.8%,4,0,1,1,0,0
8.6%,4,0,1,1,0,0
63%,3,0,0,1,0,1
10.8%,5,0,1,1,0,0
44%,3,0,0,1,0,1
3.7 percent,11,1,1,0,1,1
22%,3,0,0,1,0,1
12%,3,0,0,1,0,1
7.4%,4,0,1,1,0,0
1.6%,4,0,1,1,0,0
14.5%,5,0,1,1,0,0
roughly 6%,10,1,0,1,0,0
3.6 percent,11,1,1,0,1,1
1 percent,9,1,0,0,1,1
4.5 percent,11,1,1,0,1,1
28.7%,5,0,1,1,0,0
little 1%,9,1,0,1,0,0
24.6%,5,0,1,1,0,0
23%,3,0,0,1,0,1
92%,3,0,0,1,0,1
10%,3,0,0,1,0,1
24%,3,0,0,1,0,1
1%,2,0,0,1,0,1
6.5%,4,0,1,1,0,0
6.9%,4,0,1,1,0,0
roughly 100%,12,1,0,1,0,0
Over 90 percent,15,2,0,0,1,0
90%,3,0,0,1,0,1
little 4%,9,1,0,1,0,0
7.7%,4,0,1,1,0,0
66%,3,0,0,1,0,1
177%,4,0,0,1,0,1
3.8 percent,11,1,1,0,1,1
80 percent,10,1,0,0,1,1
1.33 percent,12,1,1,0,1,1
1.25 percent,12,1,1,0,1,1
3 5 percent,11,2,0,0,1,0
27 percent,10,1,0,0,1,1
43%,3,0,0,1,0,1
0.67%,5,0,1,1,0,1
99%,3,0,0,1,0,1
3%,2,0,0,1,0,1
7%,2,0,0,1,0,1
80%,3,0,0,1,0,1
2%,2,0,0,1,0,1
28.8%,5,0,1,1,0,0
8.2%,4,0,1,1,0,0
3.3 percent,11,1,1,0,1,1
12.5%,5,0,1,1,0,0
10.9%,5,0,1,1,0,0
19.7 percent,12,1,1,0,1,1
7 percent,9,1,0,0,1,1
0.96%,5,0,1,1,0,1
5.5%,4,0,1,1,0,0
16.7%,5,0,1,1,0,0
18%,3,0,0,1,0,1
20%,3,0,0,1,0,1
6.6%,4,0,1,1,0,0
90 percent,10,1,0,0,1,1
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
6%,2,0,0,1,0,1
95%,3,0,0,1,0,1
seventy percent,15,1,0,0,1,0
59%,3,0,0,1,0,1
2.1%,4,0,1,1,0,0
4.8 percent,11,1,1,0,1,1
0.08 percent,12,1,1,0,1,1
almost 90%,10,1,0,1,0,0
8.3%,4,0,1,1,0,0
4%,2,0,0,1,0,1
30%,3,0,0,1,0,1
31%,3,0,0,1,0,1
around 7.4%,11,1,1,1,0,0
0.79%,5,0,1,1,0,1
1.6 percent,11,1,1,0,1,1
6.27 percent,12,1,1,0,1,0
6 percent,9,1,0,0,1,1
7.2 percent,11,1,1,0,1,1
80-87 percent,13,1,0,0,1,0
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
0.2 percent,11,1,1,0,1,1
9%,2,0,0,1,0,1
50%,3,0,0,1,0,1
7.7%,4,0,1,1,0,0
0.3 percent,11,1,1,0,1,1
4 percent,9,1,0,0,1,1
15 percent,10,1,0,0,1,1
nearly 1 percent,16,2,0,0,1,0
27 percent,10,1,0,0,1,1
43%,3,0,0,1,0,1
56 percent,10,1,0,0,1,1
0.7 percent,11,1,1,0,1,1
80%,3,0,0,1,0,1
57 percent,10,1,0,0,1,1
70%,3,0,0,1,0,1
around 6.6 percent,18,2,1,0,1,0
10-14%,6,0,0,1,0,0
6.22 percent,12,1,1,0,1,0
7 percent,9,1,0,0,1,1
1.2%,4,0,1,1,0,0
65 percent,10,1,0,0,1,1
18%,3,0,0,1,0,1
0.5 percent,11,1,1,0,1,1
around 2%,9,1,0,1,0,0
63.4 percent,12,1,1,0,1,1
thumb 33 percent 40 percent,27,4,0,0,1,0
87%,3,0,0,1,0,1
8%,2,0,0,1,0,1
25%,3,0,0,1,0,1
less 4 percent,14,2,0,0,1,0
59.7 percent,12,1,1,0,1,1
25 percent,10,1,0,0,1,1
98%,3,0,0,1,0,1
69.5%,5,0,1,1,0,0
36 percent,10,1,0,0,1,1
32%,3,0,0,1,0,1
roughly 20%,11,1,0,1,0,0
2.72%,5,0,1,1,0,1
1.6%,4,0,1,1,0,0
35%,3,0,0,1,0,1
2 percent,9,1,0,0,1,1
around 1.5 percent,18,2,1,0,1,0
68%,3,0,0,1,0,1
10%,3,0,0,1,0,1
18 percent,10,1,0,0,1,1
roughly 2%,10,1,0,1,0,0
-0.28%,6,0,1,1,0,0
0.2%,4,0,1,1,0,0
20 percent,10,1,0,0,1,1
90%,3,0,0,1,0,1
15%,3,0,0,1,0,1
another 25%,11,1,0,1,0,0
-2.27%,6,0,1,1,0,0
12 percent,10,1,0,0,1,1
86%,3,0,0,1,0,1
70 percent,10,1,0,0,1,1
27 percent,10,1,0,0,1,1
1.43%,5,0,1,1,0,1
100%,4,0,0,1,0,1
73%,3,0,0,1,0,1
less 1%,7,1,0,1,0,0
25%,3,0,0,1,0,1
13%,3,0,0,1,0,1
3%,2,0,0,1,0,1
nearly 75%,10,1,0,1,0,0
2%,2,0,0,1,0,1
around 40%,10,1,0,1,0,0
70%,3,0,0,1,0,1
1900 91%,8,1,0,1,0,0
13 percent,10,1,0,0,1,1
15.0%,5,0,1,1,0,0
29%,3,0,0,1,0,1
8.9%,4,0,1,1,0,0
roughly 50 percent,18,2,0,0,1,0
58%,3,0,0,1,0,1
14%,3,0,0,1,0,1
19%,3,0,0,1,0,1
around 6%,9,1,0,1,0,0
9.1%,4,0,1,1,0,0
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
nearly 30%,10,1,0,1,0,0
6%,2,0,0,1,0,1
78%,3,0,0,1,0,1
95%,3,0,0,1,0,1
24 percent,10,1,0,0,1,1
3.61%,5,0,1,1,0,1
2.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
63 percent,10,1,0,0,1,1
4%,2,0,0,1,0,1
30%,3,0,0,1,0,1
10.8%,5,0,1,1,0,0
1.6%,4,0,1,1,0,0
7.2%,4,0,1,1,0,0
1.3%,4,0,1,1,0,0
0.23%,5,0,1,1,0,1
9.5%,4,0,1,1,0,0
2-2.5 percent,13,1,1,0,1,0
17.4%,5,0,1,1,0,0
almost 6 percent,16,2,0,0,1,0
0.2%,4,0,1,1,0,0
north 90%,9,1,0,1,0,0
25.2%,5,0,1,1,0,0
This 5.4 percent,16,2,1,0,1,0
almost 40%,10,1,0,1,0,0
16.0%,5,0,1,1,0,0
2.5%,4,0,1,1,0,0
12.5%,5,0,1,1,0,0
67.7%,5,0,1,1,0,0
1.2%,4,0,1,1,0,0
20%,3,0,0,1,0,1
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
6%,2,0,0,1,0,1
12.7%,5,0,1,1,0,0
less 5 percent,14,2,0,0,1,0
55%,3,0,0,1,0,1
0.8%,4,0,1,1,0,0
0 percent,9,1,0,0,1,1
5.2 percent,11,1,1,0,1,1
16%,3,0,0,1,0,1
2 percent,9,1,0,0,1,1
almost 1%,9,1,0,1,0,0
1%,2,0,0,1,0,1
1.5 1.8 percent,15,2,1,0,1,0
5%-10%,6,0,0,1,0,0
15 percent,10,1,0,0,1,1
This 4.6 percent,16,2,1,0,1,0
75%,3,0,0,1,0,1
6-1/2 percent,13,1,0,0,1,1
80%,3,0,0,1,0,1
9.8%,4,0,1,1,0,0
2.3%,4,0,1,1,0,0
4.1%,4,0,1,1,0,0
18%,3,0,0,1,0,1
1.7 2.0 percent,15,2,1,0,1,0
12.8%,5,0,1,1,0,0
wants least 90%,15,2,0,1,0,0
4.9%,4,0,1,1,0,0
10.5%,5,0,1,1,0,0
0.07%,5,0,1,1,0,1
nearly 7%,9,1,0,1,0,0
2.0%,4,0,1,1,0,0
120 percent,11,1,0,0,1,1
12-18 percent,13,1,0,0,1,0
68%,3,0,0,1,0,1
30%-50%,7,0,0,1,0,0
50%,3,0,0,1,0,1
20 percent,10,1,0,0,1,1
4.8%,4,0,1,1,0,0
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
2.6%,4,0,1,1,0,0
5.4%,4,0,1,1,0,0
little 1 percent,16,2,0,0,1,0
around 10 percent,17,2,0,0,1,0
10 percent,10,1,0,0,1,1
1015%,5,0,0,1,0,0
1.0%,4,0,1,1,0,0
3.0 percent,11,1,1,0,1,1
95%,3,0,0,1,0,1
year 56.3%,10,1,1,1,0,0
2.4 percent,11,1,1,0,1,1
6.7 percent,11,1,1,0,1,1
1.3 percent,11,1,1,0,1,1
8.3%,4,0,1,1,0,0
1.1%,4,0,1,1,0,0
30%,3,0,0,1,0,1
another 1% AM,13,2,0,1,0,0
7.3%,4,0,1,1,0,0
1 percent,9,1,0,0,1,1
9 percent,9,1,0,0,1,1
another 4.1%,12,1,1,1,0,0
2.0 percent,11,1,1,0,1,1
10%,3,0,0,1,0,1
87.5%,5,0,1,1,0,0
another 7%,10,1,0,1,0,0
61.9%,5,0,1,1,0,0
15.9 percent,12,1,1,0,1,1
This 16.0 percent,17,2,1,0,1,0
99%,3,0,0,1,0,1
5.8 percent,11,1,1,0,1,1
0.5%,4,0,1,1,0,0
12.1%,5,0,1,1,0,0
0.7%,4,0,1,1,0,0
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
25 percent,10,1,0,0,1,1
1.5%,4,0,1,1,0,0
54%,3,0,0,1,0,1
1.6%,4,0,1,1,0,0
60 percent,10,1,0,0,1,1
5.5 percent,11,1,1,0,1,1
7.7%,4,0,1,1,0,0
1.9 percent,11,1,1,0,1,1
3.5%,4,0,1,1,0,0
3 5 percent,11,2,0,0,1,0
1.2%,4,0,1,1,0,0
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
9.3 percent,11,1,1,0,1,1
6%,2,0,0,1,0,1
2014 3.5 percent,16,2,1,0,1,0
15.7 percent,12,1,1,0,1,1
55%,3,0,0,1,0,1
0.8%,4,0,1,1,0,0
32%,3,0,0,1,0,1
330%,4,0,0,1,0,1
16%,3,0,0,1,0,1
2.2%,4,0,1,1,0,0
5.1 percent,11,1,1,0,1,1
2.7%,4,0,1,1,0,0
1%,2,0,0,1,0,1
1.8%,4,0,1,1,0,0
31 percent,10,1,0,0,1,1
2.3 percent,11,1,1,0,1,1
2.3%,4,0,1,1,0,0
40 0.5%,7,1,1,1,0,0
62 percent,10,1,0,0,1,1
7.5 percent,11,1,1,0,1,1
2.4%,4,0,1,1,0,0
12%,3,0,0,1,0,1
Forty-six percent,17,1,0,0,1,0
50%,3,0,0,1,0,1
49 percent,10,1,0,0,1,1
2.5 percent,11,1,1,0,1,1
4.1 percent,11,1,1,0,1,1
approximately 85%-90%,21,1,0,1,0,0
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
6.2 percent,11,1,1,0,1,1
6.4 6.5 percent,15,2,1,0,1,0
6.1 percent,11,1,1,0,1,1
1.0%,4,0,1,1,0,0
0.3%,4,0,1,1,0,0
6.9 percent,11,1,1,0,1,1
1.3 percent,11,1,1,0,1,1
2.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
1.1%,4,0,1,1,0,0
30%,3,0,0,1,0,1
23 percent,10,1,0,0,1,1
17%,3,0,0,1,0,1
99 percent,10,1,0,0,1,1
nearly 50%,10,1,0,1,0,0
1.6 percent,11,1,1,0,1,1
6.5 percent,11,1,1,0,1,1
9 percent,9,1,0,0,1,1
almost 10%,10,1,0,1,0,0
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
0.4%,4,0,1,1,0,0
1.75%,5,0,1,1,0,1
9%,2,0,0,1,0,1
5 percent,9,1,0,0,1,1
0.6%,4,0,1,1,0,0
3.1 percent,11,1,1,0,1,1
100%,4,0,0,1,0,1
99%,3,0,0,1,0,1
About 70 percent,16,2,0,0,1,0
0.5%,4,0,1,1,0,0
41 percent,10,1,0,0,1,1
3.4 percent,11,1,1,0,1,1
100th 1%,8,1,0,1,0,0
Twenty-eight percent,20,1,0,0,1,0
0.7%,4,0,1,1,0,0
16.35%,6,0,1,1,0,1
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
1.3%,4,0,1,1,0,0
31.6%,5,0,1,1,0,0
92%,3,0,0,1,0,1
60 percent,10,1,0,0,1,1
6.5%,4,0,1,1,0,0
around 20%,10,1,0,1,0,0
0.2%,4,0,1,1,0,0
-1.7%,5,0,1,1,0,0
3.5%,4,0,1,1,0,0
37%,3,0,0,1,0,1
-0.8%,5,0,1,1,0,0
nearly 3%,9,1,0,1,0,0
27%,3,0,0,1,0,1
1.2%,4,0,1,1,0,0
-8.5%,5,0,1,1,0,0
20%,3,0,0,1,0,1
19%,3,0,0,1,0,1
39 percent,10,1,0,0,1,1
5%,2,0,0,1,0,1
32.4%,5,0,1,1,0,0
26.2%,5,0,1,1,0,0
12.7%,5,0,1,1,0,0
0 1/4 percent,13,2,0,0,1,0
2.25%,5,0,1,1,0,1
0.8%,4,0,1,1,0,0
2.2%,4,0,1,1,0,0
96%,3,0,0,1,0,1
4.2%,4,0,1,1,0,0
47%,3,0,0,1,0,1
2 percent,9,1,0,0,1,1
1%,2,0,0,1,0,1
2.88%,5,0,1,1,0,1
15%,3,0,0,1,0,1
3.3%,4,0,1,1,0,0
4 percent,9,1,0,0,1,1
11%,3,0,0,1,0,1
-1.3%,5,0,1,1,0,0
6-1/2 percent,13,1,0,0,1,1
9.8%,4,0,1,1,0,0
4.1%,4,0,1,1,0,0
60%,3,0,0,1,0,1
1500%,5,0,0,1,0,0
12%,3,0,0,1,0,1
almost 55%,10,1,0,1,0,0
24%,3,0,0,1,0,1
6.04%,5,0,1,1,0,0
50%,3,0,0,1,0,1
2.76%,5,0,1,1,0,1
4.8%,4,0,1,1,0,0
10.7%,5,0,1,1,0,0
247%,4,0,0,1,0,0
+0.9%,5,0,1,1,0,0
7%,2,0,0,1,0,1
13%,3,0,0,1,0,1
2%,2,0,0,1,0,1
3%,2,0,0,1,0,1
1.15 percent,12,1,1,0,1,1
0.43 percent,12,1,1,0,1,1
5.7%,4,0,1,1,0,0
0.3%,4,0,1,1,0,0
5-15%,5,0,0,1,0,0
5.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
30%,3,0,0,1,0,1
17%,3,0,0,1,0,1
5.2%,4,0,1,1,0,0
2.8%,4,0,1,1,0,0
35%,3,0,0,1,0,1
6 percent,9,1,0,0,1,1
19 percent,10,1,0,0,1,1
1 percent,9,1,0,0,1,1
52%,3,0,0,1,0,1
7.5%,4,0,1,1,0,0
3.6%,4,0,1,1,0,0
0.4%,4,0,1,1,0,0
9%,2,0,0,1,0,1
5 percent,9,1,0,0,1,1
0.6%,4,0,1,1,0,0
-3.0%,5,0,1,1,0,0
72%,3,0,0,1,0,1
43%,3,0,0,1,0,1
41%,3,0,0,1,0,1
0.5%,4,0,1,1,0,0
12.1%,5,0,1,1,0,0
nearly 30%,10,1,0,1,0,0
almost 3%,9,1,0,1,0,0
0.7%,4,0,1,1,0,0
Only 1%,7,1,0,1,0,0
4%,2,0,0,1,0,1
-2.0%,5,0,1,1,0,0
1.5%,4,0,1,1,0,0
7%,2,0,0,1,0,1
5%,2,0,0,1,0,1
2%,2,0,0,1,0,1
3%,2,0,0,1,0,1
-0.5%,5,0,1,1,0,0
60%,3,0,0,1,0,1
2.5%,4,0,1,1,0,0
1.9%,4,0,1,1,0,0
1500%,5,0,0,1,0,0
2.9%,4,0,1,1,0,0
8%,2,0,0,1,0,1
4%,2,0,0,1,0,1
43%,3,0,0,1,0,1
10%,3,0,0,1,0,1
0.5%,4,0,1,1,0,0
0.8%,4,0,1,1,0,0
98%,3,0,0,1,0,1
26.6%,5,0,1,1,0,0
54%,3,0,0,1,0,1
39.8 percent,12,1,1,0,1,0
16.4%,5,0,1,1,0,0
1.2 percent,11,1,1,0,1,1
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
Only 2%,7,1,0,1,0,0
79%,3,0,0,1,0,1
